id_pedido,peso_produto_g,distancia_aproximada_km,tempo_entrega_dias,valor_frete,preco_produto,nota_avaliacao
844b8b73a94f61b9ff8dc1e88c081365,1050.0,189.49,14.9,14.08,29.99,5
259ab6d981e68ad563951cdfe524f86c,105.0,579.24,8.95,15.1,39.9,3
54e21f5480d90336080ff89ec1ba503e,1250.0,246.83,6.66,18.14,49.0,3
f7f10d7a910905b34e6d773deb330f8a,850.0,810.81,5.28,18.42,69.9,5
682e90d16332af76ecbdaee2e0c74bf6,5250.0,2781.9,25.75,38.81,599.0,5
80486ac4792fa4fe4ecf6011109b0edd,200.0,101.81,12.99,7.78,19.1,4
1f43faaaec9d571cead8f6591ff97315,444.0,524.25,11.77,15.77,146.0,5
63e2032f511dd7a0ac625d8bda0a07c9,7050.0,329.73,8.08,17.73,69.0,5
11a79baec5be1310ebcd7c9f2d0ab7c1,750.0,28.35,3.14,9.79,205.0,5
30dd65877d1287c17a2d2198a5f80da4,600.0,368.37,14.11,16.14,54.9,4
4495f509457db82fbd44608ebbcddca8,350.0,315.07,6.99,11.74,46.99,3
f067b296555af485cf64c4d69aa38a0b,7000.0,64.25,6.43,14.13,58.9,5
6d2f0dccc294bd2e21a2c8c93d0121bc,409.0,428.46,7.04,19.49,198.99,5
7d28a5b95c769d0f8a58ce0c93671baa,3200.0,462.37,5.93,21.61,159.99,4
c5437b7b7a52d4dd0ed6fc0a1f18f7b7,350.0,88.37,7.32,8.03,110.32,3
7e3766d472dabd56a59bd81503062ff7,350.0,1976.45,12.94,39.1,149.99,4
a78de2cc0d6bc691e86e944979c373eb,225.0,554.54,20.24,16.0,177.99,5
70398b900647b9a57f8ff2886f0cc942,207.0,418.09,13.91,15.38,89.49,4
b719566c82ba52d70bc1312f2cd80fdc,3900.0,1142.78,7.64,35.99,209.9,5
7dbe7b520d00d04a3f695cd91e904980,400.0,439.89,27.51,14.52,48.99,3
65728b4e76bd429d053d9577654076da,1400.0,394.45,29.02,14.34,84.9,5
11b7adfd63537ace6ab5ede1feb62610,250.0,67.42,7.6,13.0,49.0,5
6e585d7418d756180db763b08c37e372,3450.0,341.07,9.93,17.99,27.0,5
664a44899f2e94b4b928c781547d7bee,100.0,821.18,16.04,16.01,179.93,1
a79648ef5e1a257af5fde4c5f27040da,650.0,478.71,24.97,15.18,59.9,5
64b1521e5b9b804d124fe8a6edce33a7,700.0,166.91,7.11,12.66,59.0,5
c60c3441e0f514547c9408b300e74ef3,425.0,446.0,12.46,18.23,23.0,5
aab255ef2ea7066420316c7ae7094fe2,250.0,10.59,3.83,8.44,145.9,5
8719765a2c69491f63bc8b06f379488f,150.0,23.91,6.37,8.98,199.9,5
b0afae22d864d70e1af1d87a017c71d0,4338.0,272.0,23.84,18.97,155.55,2
985680a4287cdd85e885a79a6c24b023,5450.0,21.07,2.04,16.4,157.0,3
9856503e3360fab415c2efa086e44c85,200.0,480.38,10.46,15.23,18.9,5
12d833b5570676e6df1febcd8fe007b6,30000.0,450.63,6.82,154.56,379.9,5
517378a05081f7b18f04a01a9cb8e866,540.0,2324.77,6.48,19.09,259.0,5
bba30fab08220779d809343f597e9a46,100.0,9.43,5.65,7.54,39.9,5
2d6714a64529023a331a4768990126b5,400.0,1.94,4.26,7.94,39.9,5
2f26a96c2724ad15bc65ec1660e6dc20,267.0,454.21,6.15,18.6,549.99,4
ae0b49f902be4012d913509645004e98,3300.0,1469.41,12.45,18.84,99.0,4
3bd5b53dee9d54938f56208bcc03d855,400.0,1496.11,8.06,20.8,45.9,4
93d1d708e3c14a6565de485c5f62b516,300.0,359.17,9.78,15.3,29.0,1
93ef5624aaaeded1aa197fd63116d902,1275.0,518.27,4.7,13.88,43.0,3
19e2a5909c8b0167ecbe280ecf35112c,200.0,399.5,10.65,11.85,13.65,5
7e24e731800bb0c5a1c85658bd140da6,400.0,1853.15,14.74,23.34,119.9,5
9ccbbf2108a513e80caafbde31524683,400.0,730.57,10.4,15.61,122.99,5
2d0805e3e830d6d2d694ee7a3aa58502,200.0,302.93,38.44,15.1,13.65,1
2299665d9edd455e536eaf31b9cb0493,308.0,559.96,9.47,19.35,178.0,5
2c2f4107ae44d8fdb3b92236ddd18a0c,300.0,31.09,7.52,8.29,38.9,4
b32f34114b935df368070009548b3806,500.0,354.06,22.18,15.1,27.9,2
fa970cce95e940c0f5adae718f25364c,7150.0,36.52,11.13,15.79,147.9,4
43df08b645b3c5d452c2b73461c3259c,300.0,273.81,5.96,13.05,55.5,5
8ee3d811c7a49f0f3be646dfb3489e75,1283.0,25.9,8.22,10.63,299.0,5
a66a3c75736a9fa41b2e36a663a42c56,1800.0,920.08,7.54,23.51,175.0,5
e4a25d24b8ace6dee14556ace31e9ff2,300.0,368.31,16.05,16.67,99.99,5
1721eb90ee8c1fb7d6c2f81e8acd2a22,1300.0,294.5,7.58,16.43,113.99,5
9f775377f0750b17db861c49f3bcc8d6,250.0,595.04,18.91,18.23,29.9,5
6ee68064c217ce0b644b6e3bea56d50e,900.0,191.71,13.13,19.34,299.0,5
0d9b3b609f29c14a165ceb95c0ab91fe,900.0,86.76,9.14,13.44,59.99,4
4b2b9a77b0645d1efdf00bc2ac1ba023,600.0,506.29,27.43,12.83,69.99,5
10b4aca7d76f1ff55e0dfc750e4e0016,2200.0,857.37,29.38,18.39,520.0,1
7b6b4f3f9ceec2248dad997d2f53650e,500.0,273.81,13.26,13.04,346.99,5
695a0091620b9e01ecc38829ad3e71f8,200.0,632.32,18.33,15.1,47.9,5
679d28292ba2c51a735c96d9e8b7ab8e,200.0,2179.31,11.93,24.53,259.0,5
049db9aade07d0056ead438e182f2b52,147.0,318.51,4.04,18.56,64.99,5
fada5293c9a23323a95ffe4129f45f9c,200.0,63.41,1.34,7.41,22.0,5
89a591b9a088299ff2b3938b877f3ea3,350.0,1447.92,16.62,17.16,64.9,3
68a5e21e84986b92e9de694590c5a22d,425.0,77.32,8.0,7.78,29.35,3
3ae04700e729d283cfd0b9d1f9fdfec6,6400.0,472.55,12.77,24.17,169.0,5
be5435c57df6900352df2542b39a99de,1200.0,358.53,10.78,17.16,129.99,4
ec6dc3377849564c30896b7543229e2d,830.0,953.65,13.17,27.62,154.0,4
1869017c844a8734ceb468c7da13a88e,500.0,823.41,7.58,25.39,1221.03,5
d19c0ba4c4755afe2a5c8de1c4d52035,3000.0,422.02,7.15,21.97,189.9,4
ced1aea35f3b1e1474390a452a02d750,850.0,720.94,7.7,19.59,56.99,5
647cd1d569c405ed9c09cbd6cf0813f9,200.0,21.04,8.55,8.72,42.99,5
b48a3d26eeef8f09cc2bde23ab930234,1500.0,148.79,4.62,13.72,99.9,4
85daf7307b6fe2f3ed3cb569633b9f9a,4700.0,1232.99,6.45,42.09,190.0,5
e1e5a84a3748808d3ff0dcb4b58ac5dd,700.0,65.63,2.72,17.39,1299.65,5
ef8e343c4abd7135c59d2a6179bd4351,900.0,333.44,14.81,16.6,120.0,3
abc9c2786dc2f953a2ca3f812ab0c89f,1767.0,495.81,7.65,21.91,119.0,5
411863c544c533d3918d4e274ce334c8,460.0,2316.04,35.48,18.34,152.0,5
77139c08bb5f077f2b8dd52a1ea309a2,800.0,323.53,9.83,19.35,54.9,3
ae577e9c807a2335fb55c903ca5e90fc,1110.0,274.14,13.05,18.23,47.65,4
ad66f64c10df4649e7b50b942f5f4bd8,478.0,136.05,1.79,10.94,339.9,5
b0ef7f818e22c209f99d74eef200d2fa,650.0,326.92,14.9,15.56,40.9,3
475884ab4a0fd44c36d533ce24ba64c7,150.0,10.57,3.18,7.4,19.99,4
d6e170b889c3bb4770d46aaa63e498eb,1800.0,938.15,10.53,58.0,175.0,4
b84a7eeb925e2c96bd6cd7796394ece5,173.0,539.8,10.68,12.74,87.0,5
84d8cb80e8228cbea6d970499c3ce3c3,418.0,39.38,19.58,13.82,299.9,5
5f7363eba95d6b80c0b0d44e53193e0b,650.0,2265.52,21.39,42.38,35.0,5
aee590f76dc95d8c147146ae04100704,850.0,343.95,10.7,17.03,120.0,5
8349d82bb3c36734477e55a95e61e0b6,8500.0,136.62,22.99,28.33,790.0,5
089e38da3f1d828e95e2117ba84af02d,1550.0,788.32,9.25,20.29,149.9,5
bc7de131c11fe08e0311312624e2d752,6663.0,36.75,5.75,13.13,249.0,2
008dd5e80ebf8f849aa0c5bf4e22ce7a,5650.0,72.22,2.9,8.74,199.0,1
31a6cf15863af3a28c926044c0b50311,1000.0,713.52,10.05,16.11,38.9,5
1e7aa60419488b934fe799d6faad8b7b,150.0,9.77,15.24,7.78,25.9,5
00f8fc0cb9d9b7813f1f54fbd75426f1,1950.0,168.01,10.6,14.77,149.0,5
b81ef226f3fe1789b1e8b2acac839d17,800.0,845.89,13.82,19.53,79.8,1
734e66350ff1d845ab707409554c76c4,3450.0,809.58,31.24,35.16,199.9,1
8c65d56ff533ea4260692ba747aebc7b,1632.0,30.17,3.24,11.69,95.4,1
b70a20de4d773c7d77843695098779d4,9675.0,43.42,19.54,21.22,129.96,1
1d5627fc461ef90a7a7c03f06266aa54,150.0,838.55,6.94,18.4,43.0,4
a4569e83b396f45f5bad001bce729da0,450.0,345.01,15.94,14.13,54.9,5
d169981e02b7b8019f6d3924b18f80e8,150.0,18.03,3.12,7.39,49.0,5
c0d68ca2e27d53c566c02dc89021ee76,5350.0,477.71,6.55,27.61,89.97,5
bc9c2fb123725ad0d99fb76888543245,26000.0,489.73,55.41,140.91,389.99,1
7fa3d4b04565f46b2457bb270e06eea6,150.0,1322.64,32.88,16.79,19.9,1
9f6bea24fd370c2775d47a3525a4c534,9200.0,213.02,29.27,24.23,119.99,5
47d8487055416af863e81cb7f28f4f19,1800.0,857.24,7.07,23.46,93.99,5
681b8fe190dea1a0fcb73637796862c5,6250.0,346.68,31.02,22.72,57.0,1
d77216a3568824e12f455a229454fe60,4475.0,525.8,14.22,17.95,99.99,5
6c42561edb555b388b19e7bd2abb27b5,100.0,136.4,29.09,11.88,54.9,1
117a6f28c5cf04526b4869a9291c9d61,1250.0,346.97,8.28,13.03,53.44,1
0ff01ca1108c8fea3d74a51ee283841e,902.0,769.91,26.04,27.35,89.1,4
636d45d43d34423e6089d87a1869a4c3,1700.0,599.56,8.68,18.91,89.9,5
ee26442f130a74cb3b1d184ece5acd12,50.0,54.54,20.09,7.78,29.99,5
5a8cbabf9050846cfba3b3f011e2cad0,11600.0,11.0,3.18,21.9,265.0,5
b3294cf5c413e45a9f56014be323601c,3050.0,8.82,8.44,14.3,99.9,5
873e00f0d09131c528f460aab0f488fb,4338.0,495.56,8.04,18.89,144.0,4
832fd2df9c576a07c015ce8f0d88466e,550.0,838.28,8.06,15.23,49.9,5
fad45938bae3bd8a63fbae03cc8ae040,1100.0,549.94,32.83,23.37,829.0,1
259bf446f0b02fe474a518edf7a1862b,1200.0,157.24,6.2,16.14,54.9,4
be5c91507e2c4ef294ee991d22b2d8e2,500.0,89.27,3.16,7.78,67.5,5
82a51ccb2a300179554229ce57f2b05b,1250.0,491.23,9.28,15.98,156.45,4
23fcffe57a7d7ba1b95f489fffb19bb0,1850.0,546.1,18.93,18.65,199.7,5
f1f920036ae5e94e294eeb5bf898b9d6,200.0,708.45,12.07,14.52,34.99,5
0a8488f892c3e8631099327c1ec55d08,200.0,2281.85,14.06,51.28,80.0,5
9f10d04a296cb19c784bb4e4ff20d83e,2450.0,566.42,12.02,20.17,140.0,5
6d6f0c5bbf3fc7bbef3b260c1a8c89f8,473.0,72.49,2.15,10.13,102.0,2
f7fa5cf8386e51037856df1add3e1228,600.0,837.28,11.3,14.29,76.99,4
29ca95187f957e422a8474b950fdfa71,50.0,734.66,7.54,14.1,18.9,5
3fc88ecf6531f387f4888fe47105b4a4,6400.0,2258.16,44.2,64.29,229.9,1
1d90d600c94da3f52f85add77a68fef1,180.0,628.13,26.2,16.96,74.9,3
bfc0058e93f705f5dd29ca7c2499fe0a,3450.0,626.78,13.59,26.17,189.99,5
cdd4fd6abe91d418574b7001b682cf87,200.0,344.27,6.72,15.51,252.0,5
03d409e5b5b19ae88c43b41b503fdc5f,553.0,81.14,4.03,9.34,23.9,5
a575e7dee2aa0e8876e2e8a1a3bdd644,1800.0,349.55,8.87,19.05,399.99,5
1d2d07309f231879bd8097c707d4ad8c,1550.0,415.59,14.38,13.37,49.9,5
43b496a7732ace398ea4eb3bd520ab22,21400.0,2313.31,8.91,171.5,498.8,5
ddfb686b5b2ac3fbece69e652701a876,450.0,426.31,15.34,15.85,157.77,5
9a1d12fbdb2aa498f08b214188f80b57,187.0,373.72,12.08,16.15,55.9,5
19988184f9c2b5a7bb91bc3a4eb13ff3,800.0,545.18,10.22,14.14,160.0,5
2385d136c16c57565bf3b41bc45e6551,500.0,45.53,3.95,8.96,29.9,5
23726774d1a868c3e1b13c0fa85d1308,200.0,371.22,9.25,16.12,195.0,5
1a36784e5c696071dad8a242f26b230f,342.0,328.65,8.08,14.62,229.0,5
1388e91d7d43769d6bd71f89a48a2929,550.0,340.12,7.34,18.56,107.99,4
f8b40129171baf5eeb5ef5ea1af01386,1300.0,85.94,8.37,11.15,39.9,4
164eb359d3649dc1dd4bc6adcb1bb0a8,900.0,130.48,7.35,13.44,59.99,4
b9555bd71c90a01a953792e5f2af95c5,300.0,637.41,27.66,14.52,6.0,5
b790cd47d5cb1c9d14ce268a5a076782,200.0,195.02,10.22,15.1,22.99,3
79c5f579e409b09458cabc132855a2a5,250.0,331.37,13.12,14.38,89.99,4
48b7d84507eb52608a007fde9d641daa,600.0,52.43,3.42,8.29,40.8,4
a7b8a8948215052693fd30a5c9ab6736,584.0,310.33,11.25,13.25,115.0,5
d6499996b16da6981a7bb82d562d6c4b,650.0,324.07,6.92,16.32,29.99,4
5a3bccb60104b1251c6a39e051c428ba,1800.0,479.84,8.72,41.33,49.9,4
bf12f28c7dc6d25a5427ca0ceebff36d,10750.0,1736.55,15.04,56.28,288.75,4
5a1fff3c127fb5c7f1faea51f9a8310a,600.0,139.15,4.1,9.74,48.9,5
ed13c5b7c83748412c1331493e28e36e,200.0,332.0,7.18,14.1,39.9,2
ec706e6ca42af828f8d9d2495e6c39c3,175.0,272.09,12.18,15.1,44.49,5
184dd3c3d6153c3128cf53c3f7c9d60c,4150.0,430.48,14.12,25.8,137.8,4
bf1956dea4fd9c8118a6553cf6dd375a,600.0,820.9,14.85,15.43,79.0,5
d0b9b4ddffcd1fe48c13d9fec485302d,586.0,2009.38,7.7,38.23,188.0,5
394907a7e0a1e9aec1cda252b4548179,6550.0,22.97,12.02,13.78,109.0,5
5204d67853f827d1ee32810bf8f2d6c2,2500.0,263.68,8.93,21.34,139.9,5
6e522b46c78b3f2ba9e3b02f35b099de,2600.0,615.48,6.18,0.0,69.9,5
70bdd8e366d92d7256c453272fbe5251,236.0,385.14,6.06,12.79,49.99,5
c74223049609b069ad87a46eea34ca45,450.0,607.03,26.8,19.97,299.0,1
f98bb654902a31129a96822d0aecfd75,500.0,84.13,44.01,9.34,50.0,1
34ed4c9c261d1727b6d9be5e70dbd513,2800.0,133.78,6.29,13.63,86.99,5
d16add0ce9751d6b9e83bcbea48aaefd,5800.0,462.44,8.26,24.05,179.0,5
f4f81d9284f8b6894f76d2a8fa524467,400.0,354.35,5.02,15.78,96.54,5
feef55e09c84e8cb17cc8ccd1b05f5ec,1683.0,193.88,6.76,17.67,76.5,4
ed97636c23f94768f347b01d4ba20e64,703.0,138.68,4.97,14.99,98.6,5
663ea079977e933b9c2c27fe78b93629,145.0,248.17,7.14,13.3,92.0,4
8ddd550f59752f7efbbf0284aee4631b,2400.0,22.58,6.05,14.23,239.99,5
582ecddc80251f58adb996143e81d6e0,292.0,377.0,6.1,19.59,245.0,5
8f909d2a25c1618219801a24a48871de,600.0,39.33,11.98,13.06,349.9,4
7ba54c67fabcf8bc22e2023e8d81dd84,150.0,546.86,7.26,13.47,18.9,3
37420f333a6877b6e54ea0a728af2542,100.0,2.83,9.4,10.96,19.99,5
7b905861d7c825891d6347454ea7863f,7000.0,466.85,5.53,17.8,79.0,5
459753b1d2402ab3f8eab4f908129043,1500.0,566.49,18.41,17.67,49.0,5
17b7508c1910a10c24406ce07442115a,1825.0,962.5,43.03,23.19,86.9,5
2f1142c1bd6a656c18928bd51215565d,7433.0,714.81,24.34,57.1,119.94,4
34eb48efa7e9b176505b9e6797f25a42,543.0,213.1,20.71,21.8,527.9,5
62f3b85438e9485d84c4940776f9ed67,1582.0,203.13,13.78,18.41,299.99,4
9a7d887bfce614393f07fa23c246e26a,750.0,151.07,18.47,18.06,329.2,3
08427834d148946950a3fe92a596e1e4,500.0,1629.1,12.37,26.92,54.9,5
