passo,tipo,valor,nomeOrigem,saldoAntigoOrigem,novoSaldoOrigem,nomeDestino,saldoAntigoDestino,novoSaldoDestino,fraude,fraude_sinalizada
19,DEPOSITO,206969.06,C414253556,9084589.7,9291558.76,C378946166,675911.9,468942.84,0,0
328,DEPOSITO,124231.62,C634712407,2748554.57,2872786.19,C1229012694,3007956.89,2883725.27,0,0
254,PAGAMENTO,19481.32,C913191327,323295.0,303813.68,M549111893,0.0,0.0,0,0
43,SAQUE,435166.65,C743185292,435166.65,0.0,C1036804658,449215.85,884382.5,1,0
307,PAGAMENTO,16688.27,C476375484,10831.0,0.0,M1698938922,0.0,0.0,0,0
284,SAQUE,190445.35,C808076002,0.0,0.0,C536091873,4178951.48,4599779.95,0,0
252,SAQUE,204450.48,C1075441376,10570.0,0.0,C350037607,20836.35,225286.83,0,0
206,PAGAMENTO,73829.11,C294725444,0.0,0.0,M1013089062,0.0,0.0,0,0
303,DEPOSITO,296198.34,C1312468952,2422601.0,2718799.33,C311844851,1438896.24,1142697.9,0,0
404,SAQUE,155622.99,C44249555,41679.0,0.0,C1623308898,262803.98,418426.97,0,0
19,SAQUE,112960.15,C1894242923,0.0,0.0,C1883201664,745526.21,858486.36,0,0
393,DEPOSITO,118732.24,C724340354,1360043.53,1478775.77,C1815769692,4477936.01,4359203.77,0,0
399,SAQUE,323458.21,C1557432996,0.0,0.0,C689801978,4436584.78,4760042.99,0,0
614,SAQUE,309061.5,C934745802,309061.5,0.0,C952194929,218006.55,527068.05,1,0
302,SAQUE,1011249.64,C159267828,1011249.64,0.0,C640332215,56305.88,1067555.52,1,0
307,SAQUE,261701.93,C676307928,0.0,0.0,C1351465156,668775.53,930477.46,0,0
282,PAGAMENTO,2262.88,C335556227,5854.94,3592.06,M728268954,0.0,0.0,0,0
41,SAQUE,103528.31,C573546934,898602.1,795073.79,C1676492144,1360911.62,1534110.18,0,0
380,PAGAMENTO,2466.25,C268788544,52104.52,49638.27,M280303415,0.0,0.0,0,0
323,SAQUE,25761.04,C2061910313,25761.04,0.0,C1505894809,896426.99,922188.03,1,0
283,SAQUE,116207.1,C1011028684,0.0,0.0,C1785219273,269634.37,385841.47,0,0
544,DEPOSITO,42911.4,C1924780022,6540459.66,6583371.06,C2060979254,689800.66,646889.26,0,0
323,PAGAMENTO,14561.96,C73597648,4352.0,0.0,M1382797796,0.0,0.0,0,0
188,DEPOSITO,102726.36,C1694926911,2637707.73,2740434.09,C617552637,386090.12,283363.76,0,0
14,SAQUE,318185.36,C1544345769,21548.0,0.0,C1933153294,3949794.91,4423277.12,0,0
300,PAGAMENTO,12331.67,C522825697,0.0,0.0,M103409838,0.0,0.0,0,0
307,PAGAMENTO,13084.85,C1156541237,201410.57,188325.72,M951228986,0.0,0.0,0,0
185,DEBITO,7416.84,C1894101506,64708.0,57291.16,C1812488147,100783.68,108200.53,0,0
723,SAQUE,6199009.0,C935658927,6199009.0,0.0,C1938522935,938804.47,7137813.47,1,0
258,PAGAMENTO,198.68,C505349556,0.0,0.0,M345480107,0.0,0.0,0,0
161,PAGAMENTO,7555.4,C997785187,125071.0,117515.6,M709884981,0.0,0.0,0,0
547,PAGAMENTO,8118.43,C30009681,0.0,0.0,M576252102,0.0,0.0,0,0
251,DEPOSITO,141465.72,C1963516498,7398.0,148863.72,C1608661332,42905.72,0.0,0,0
15,SAQUE,350574.52,C671165308,41831.0,0.0,C409345509,0.0,350574.52,0,0
231,DEPOSITO,180189.6,C18596438,39920.0,220109.6,C976083876,0.0,0.0,0,0
321,SAQUE,15321.28,C1733030097,0.0,0.0,C374466397,725936.29,741257.57,0,0
210,TRANSFERENCIA,341178.95,C1350735730,0.0,0.0,C422332095,4522405.32,4863584.28,0,0
235,SAQUE,245856.2,C1751459052,0.0,0.0,C647339284,3087988.31,3333844.51,0,0
9,TRANSFERENCIA,2539898.07,C394488466,2539898.07,0.0,C575638324,0.0,261290.69,1,0
166,PAGAMENTO,2064.43,C941225363,43936.41,41871.99,M102973780,0.0,0.0,0,0
398,SAQUE,6741.73,C1945161593,0.0,0.0,C522191880,148027.5,154769.23,0,0
38,SAQUE,98095.36,C626306641,61723.0,0.0,C305178839,13035316.89,13133412.26,0,0
236,TRANSFERENCIA,374172.87,C1864538727,13081.0,0.0,C246086722,3299223.53,3673396.4,0,0
399,SAQUE,1116.75,C2044410615,0.0,0.0,C1956982104,10309.19,11425.94,0,0
132,SAQUE,38557.45,C1345578438,0.0,0.0,C763015447,181362.55,219920.0,0,0
490,PAGAMENTO,7068.79,C1070946647,6627.0,0.0,M1383374504,0.0,0.0,0,0
493,DEPOSITO,121661.7,C1436938355,161665.0,283326.7,C459567152,3061701.77,2940040.07,0,0
282,SAQUE,172773.78,C2036169877,5529.0,0.0,C1994048,0.0,172773.78,0,0
229,SAQUE,172390.06,C1555064266,15279.0,0.0,C775784447,0.0,172390.06,0,0
6,SAQUE,17320.91,C436661284,17320.91,0.0,C522173599,6244.44,0.0,1,0
211,PAGAMENTO,4394.68,C583935166,114923.0,110528.32,M2118063385,0.0,0.0,0,0
328,SAQUE,269547.11,C399910065,0.0,0.0,C1044871768,1146778.69,1416325.79,0,0
178,PAGAMENTO,1253.13,C201874893,183169.73,181916.6,M1603848437,0.0,0.0,0,0
210,DEPOSITO,33555.6,C855231024,4554287.61,4587843.21,C546818899,245268.38,211712.78,0,0
400,PAGAMENTO,61335.41,C1555538746,81431.0,20095.59,M948134497,0.0,0.0,0,0
19,DEPOSITO,311637.73,C363755774,908.0,312545.73,C1087037489,386646.77,75009.04,0,0
656,TRANSFERENCIA,494446.94,C890580817,494446.94,0.0,C1496820416,0.0,0.0,1,0
210,SAQUE,91308.14,C1095163052,0.0,0.0,C110234404,802316.45,893624.59,0,0
212,SAQUE,20571.89,C1164300411,43638.65,23066.76,C992684884,0.0,20571.89,0,0
139,SAQUE,89920.32,C438169824,34777.0,0.0,C672615939,0.0,89920.32,0,0
7,SAQUE,262434.54,C383717053,262434.54,0.0,C380242442,19525.79,438233.86,1,0
82,SAQUE,10000000.0,C1079335762,10000000.0,0.0,C615227407,373274.84,10373274.84,1,0
699,SAQUE,148714.54,C1745419959,148714.54,0.0,C1737815990,0.0,148714.54,1,0
43,DEPOSITO,72507.63,C1066226421,81611.0,154118.63,C1168414125,0.0,0.0,0,0
61,SAQUE,332138.32,C520847673,332138.32,0.0,C362089456,52021.34,384159.66,1,0
139,TRANSFERENCIA,197593.62,C1257262524,0.0,0.0,C887589474,817790.66,1015384.27,0,0
17,PAGAMENTO,17136.08,C799578899,291113.51,273977.43,M535166693,0.0,0.0,0,0
14,SAQUE,1561891.66,C15204463,1561891.66,0.0,C1255502452,3471928.95,6443177.56,1,0
353,TRANSFERENCIA,1205460.96,C438241741,0.0,0.0,C499864133,2640590.19,3846051.15,0,0
183,SAQUE,32275.06,C1772399203,0.0,0.0,C1783923110,3565549.44,3597824.5,0,0
149,TRANSFERENCIA,14016.65,C20381324,14016.65,0.0,C948884752,0.0,0.0,1,0
134,PAGAMENTO,2358.5,C1678189922,196595.2,194236.7,M2136058793,0.0,0.0,0,0
178,PAGAMENTO,28729.72,C377656344,251.0,0.0,M1223641207,0.0,0.0,0,0
181,DEPOSITO,49828.54,C1454799042,12801595.6,12851424.14,C690639585,2266950.36,2217121.82,0,0
157,TRANSFERENCIA,939518.05,C1875095816,939518.05,0.0,C1637949405,0.0,0.0,1,0
360,DEPOSITO,10960.39,C2027956271,804366.03,815326.43,C1019692253,1222548.19,1211587.8,0,0
158,SAQUE,165964.0,C193898120,341.0,0.0,C1401731349,152625.51,318589.5,0,0
15,SAQUE,212089.74,C1970843703,212089.74,0.0,C597280894,257758.48,469848.23,1,0
545,TRANSFERENCIA,418585.11,C1131898705,241554.0,0.0,C2064020953,10413086.56,10831671.67,0,0
180,PAGAMENTO,2258.04,C1676477600,619923.36,617665.32,M1342710616,0.0,0.0,0,0
212,TRANSFERENCIA,94261.84,C1350141268,94261.84,0.0,C1676513288,0.0,0.0,1,0
378,PAGAMENTO,305.04,C377894520,48638.77,48333.73,M1841589886,0.0,0.0,0,0
187,TRANSFERENCIA,1057726.93,C607659577,0.0,0.0,C919440781,2478834.07,3536561.01,0,0
476,PAGAMENTO,14255.14,C285671249,0.0,0.0,M229751775,0.0,0.0,0,0
450,TRANSFERENCIA,422261.63,C105750198,422261.63,0.0,C1172379830,0.0,0.0,1,0
516,TRANSFERENCIA,10000000.0,C1530285171,12625132.51,2625132.51,C705319954,0.0,0.0,1,0
300,DEPOSITO,86031.8,C1456145081,13536.0,99567.8,C685559667,2779971.86,2693940.06,0,0
237,SAQUE,10000000.0,C844374854,10000000.0,0.0,C141316671,13009399.24,23009399.24,1,0
738,TRANSFERENCIA,108240.74,C1417837233,108240.74,0.0,C2097692432,0.0,0.0,1,0
395,PAGAMENTO,37872.87,C1092990363,71633.0,33760.13,M2084558499,0.0,0.0,0,0
237,PAGAMENTO,11494.66,C1351204393,22501.0,11006.34,M788851987,0.0,0.0,0,0
116,TRANSFERENCIA,2066848.27,C1157016440,2066848.27,0.0,C1147862541,0.0,0.0,1,0
421,TRANSFERENCIA,267564.83,C787135844,267564.83,0.0,C934789306,0.0,0.0,1,0
399,DEPOSITO,101634.12,C2003840307,4003.0,105637.12,C1237912548,0.0,0.0,0,0
525,DEPOSITO,42760.0,C1566496507,1702702.05,1745462.05,C625213866,2310648.6,2267888.6,0,0
643,TRANSFERENCIA,4222595.06,C796012531,4222595.06,0.0,C848830970,0.0,0.0,1,0
184,DEPOSITO,235200.99,C833869713,754.0,235954.99,C300470537,35387.0,0.0,0,0
131,DEPOSITO,110876.24,C1318575727,22432977.0,22543853.25,C137857537,809463.33,698587.09,0,0
240,PAGAMENTO,12816.09,C849691525,27754.0,14937.91,M962875510,0.0,0.0,0,0
36,SAQUE,10945.47,C666411170,0.0,0.0,C10725470,15122.59,26068.05,0,0
459,TRANSFERENCIA,277611.08,C1304518547,277611.08,0.0,C230736806,0.0,0.0,1,0
297,PAGAMENTO,228.02,C1167175910,329228.8,329000.78,M581284180,0.0,0.0,0,0
36,SAQUE,167957.56,C2042271338,0.0,0.0,C1125722655,379097.92,91139.73,0,0
116,TRANSFERENCIA,522465.43,C61912705,522465.43,0.0,C539442999,0.0,0.0,1,0
687,SAQUE,148132.28,C624383873,127.0,0.0,C1734528968,152707.62,548454.82,0,0
40,PAGAMENTO,10113.49,C917391847,0.0,0.0,M1255039974,0.0,0.0,0,0
277,DEPOSITO,93072.68,C1650564459,90972.0,184044.68,C977962314,0.0,0.0,0,0
282,SAQUE,64993.23,C148336889,0.0,0.0,C1804817446,252618.92,317612.15,0,0
415,TRANSFERENCIA,461369.99,C152541672,461369.99,0.0,C14138104,0.0,0.0,1,0
155,PAGAMENTO,13388.54,C1534808364,66543.42,53154.89,M947837977,0.0,0.0,0,0
382,PAGAMENTO,5289.42,C775576936,0.0,0.0,M2069793955,0.0,0.0,0,0
158,SAQUE,386966.18,C35971134,0.0,0.0,C49359061,911137.21,1298103.39,0,0
131,SAQUE,7476725.66,C262815390,7476725.66,0.0,C450403816,99749.6,7576475.27,1,0
590,SAQUE,182388.51,C535289904,1667.0,0.0,C1552766368,3672599.21,3854987.72,0,0
271,TRANSFERENCIA,5926745.36,C393546828,5926745.36,0.0,C516790131,0.0,0.0,1,0
401,DEPOSITO,58989.92,C1327629633,8018962.64,8077952.56,C647098034,2798925.02,2739935.1,0,0
400,TRANSFERENCIA,97254.78,C1237183380,0.0,0.0,C11168755,409330.88,506585.66,0,0
346,SAQUE,290549.71,C616494536,145.0,0.0,C936003598,4641496.16,4932045.87,0,0
336,PAGAMENTO,18131.26,C2057344597,12090.59,0.0,M236711009,0.0,0.0,0,0
355,SAQUE,211942.22,C1765475157,0.0,0.0,C1138100509,1091185.46,1303127.67,0,0
167,DEPOSITO,217776.98,C391847065,22257924.09,22475701.07,C691636444,15215876.21,14998099.23,0,0
84,TRANSFERENCIA,4830219.15,C58626602,4830219.15,0.0,C1366192319,0.0,0.0,1,0
397,SAQUE,40433.84,C1570947686,40433.84,0.0,C264905244,138722.95,179156.79,1,0
13,SAQUE,4037.31,C1007709089,21064.0,17026.69,C1481468605,6155180.25,6159217.56,0,0
305,SAQUE,117515.41,C1985619314,9435.0,0.0,C1158714463,0.0,117515.41,0,0
103,TRANSFERENCIA,137508.01,C2062277295,137508.01,0.0,C1254777952,0.0,0.0,1,0
19,SAQUE,85247.83,C42838648,0.0,0.0,C991967182,102171.88,187419.72,0,0
741,SAQUE,10000000.0,C1647199421,10000000.0,0.0,C2077145577,35922.97,10035922.97,1,0
306,TRANSFERENCIA,120761.54,C1016225282,58904.0,0.0,C971625135,0.0,120761.54,0,0
16,PAGAMENTO,13746.49,C1769673704,150080.57,136334.08,M1741032322,0.0,0.0,0,0
20,PAGAMENTO,1978.26,C1030522598,30183.0,28204.74,M544199591,0.0,0.0,0,0
15,TRANSFERENCIA,128473.62,C1012580160,128473.62,0.0,C540657255,0.0,0.0,1,0
366,TRANSFERENCIA,1846748.79,C1895315229,1846748.79,0.0,C1691229227,0.0,0.0,1,0
78,TRANSFERENCIA,2254934.36,C65227807,2254934.36,0.0,C213999906,0.0,0.0,1,0
42,SAQUE,216390.73,C1868708567,0.0,0.0,C1835218586,381396.63,597787.36,0,0
231,SAQUE,125203.03,C770753379,610.0,0.0,C1647779006,570072.8,695275.83,0,0
273,SAQUE,95235.46,C1020268899,95235.46,0.0,C924123297,5736.45,100971.91,1,0
299,PAGAMENTO,34518.93,C220708413,0.0,0.0,M1226793106,0.0,0.0,0,0
135,TRANSFERENCIA,2055886.67,C783857799,13246.49,0.0,C364234057,2569126.31,4625012.98,0,0
379,SAQUE,7668.06,C1929409313,0.0,0.0,C141885981,21680521.37,21688189.44,0,0
194,TRANSFERENCIA,452294.74,C927935901,452294.74,0.0,C1992560151,0.0,0.0,1,0
276,SAQUE,77736.94,C759591761,220662.65,142925.71,C163147199,164121.94,241858.88,0,0
526,SAQUE,606920.11,C998785780,606920.11,0.0,C2120671448,16606636.44,17213556.55,1,0
341,SAQUE,414394.38,C2071113920,414394.38,0.0,C1967010241,900092.02,1314486.4,1,0
379,TRANSFERENCIA,626673.66,C714182090,626673.66,0.0,C1823914038,0.0,0.0,1,0
542,SAQUE,736521.51,C2022182585,736521.51,0.0,C618622080,77874.55,814396.06,1,0
211,PAGAMENTO,2276.44,C449045983,24248.0,21971.56,M188387684,0.0,0.0,0,0
230,PAGAMENTO,4634.99,C458026175,424026.04,419391.05,M1263047825,0.0,0.0,0,0
658,TRANSFERENCIA,619824.64,C287805617,619824.64,0.0,C2077204488,0.0,0.0,1,0
205,SAQUE,345538.19,C2119102133,160212.0,0.0,C978225272,647177.33,992715.52,0,0
180,DEPOSITO,330067.55,C1808260037,8781516.38,9111583.93,C1457242839,706114.05,376046.5,0,0
203,PAGAMENTO,2238.65,C1362400068,490550.92,488312.26,M1083057493,0.0,0.0,0,0
371,DEPOSITO,166690.54,C168198490,10432269.12,10598959.66,C1124954842,2005032.97,1838342.43,0,0
42,SAQUE,151169.78,C1607124529,0.0,0.0,C1052887336,3300489.73,3643723.03,0,0
66,SAQUE,150405.2,C1857116353,150405.2,0.0,C690687822,170707.62,321112.82,1,0
189,SAQUE,306870.49,C1560097782,0.0,0.0,C464456205,3529667.46,3836537.95,0,0
244,SAQUE,2424380.16,C467492380,2424380.16,0.0,C576226769,509474.11,2933854.27,1,0
74,SAQUE,158489.29,C1003023037,158489.29,0.0,C1969565765,0.0,158489.29,1,0
1,SAQUE,35063.63,C1635772897,35063.63,0.0,C1983025922,31140.0,7550.03,1,0
44,DEPOSITO,45650.09,C951994967,50036.0,95686.09,C1013845510,1695177.08,1649526.99,0,0
565,SAQUE,254947.37,C1850623085,254947.37,0.0,C1632237950,0.0,254947.37,1,0
120,SAQUE,746518.21,C321390440,746518.21,0.0,C467067146,348702.45,1095220.66,1,0
36,TRANSFERENCIA,1684039.12,C397247453,1684039.12,0.0,C227472046,0.0,0.0,1,0
187,PAGAMENTO,3955.58,C2023741246,0.0,0.0,M1294029408,0.0,0.0,0,0
354,DEBITO,5542.39,C1156101323,0.0,0.0,C2111143775,41703.08,47245.47,0,0
193,SAQUE,103368.58,C225886337,103368.58,0.0,C1347548584,0.0,103368.58,1,0
255,SAQUE,594089.08,C916109205,0.0,0.0,C1359673572,1313903.7,1907992.78,0,0
162,DEPOSITO,448527.7,C579254848,1951082.36,2399610.07,C415782065,10391967.63,9943439.92,0,0
379,TRANSFERENCIA,626673.66,C714182090,626673.66,0.0,C1823914038,0.0,0.0,1,0
178,SAQUE,394379.92,C167390447,22816.0,0.0,C1488343216,1425988.98,1820368.9,0,0
254,DEPOSITO,264178.76,C1799922318,5280443.71,5544622.48,C1806395788,1546697.77,1282519.01,0,0
161,PAGAMENTO,4062.46,C962832339,47997.9,43935.45,M111936114,0.0,0.0,0,0
353,DEPOSITO,435452.22,C1340631811,44590.0,480042.22,C79780719,11742110.39,11306658.17,0,0
209,PAGAMENTO,7380.54,C1940478165,137959.63,130579.09,M2120305213,0.0,0.0,0,0
132,DEPOSITO,329539.98,C1019087773,2999423.28,3328963.27,C524983636,2070489.32,1740949.34,0,0
358,PAGAMENTO,5595.8,C641937517,107229.0,101633.2,M1978701852,0.0,0.0,0,0
132,DEPOSITO,1108.99,C557560217,4233625.34,4234734.33,C1166920432,95800.18,94691.19,0,0
228,SAQUE,10000000.0,C2022162818,10000000.0,0.0,C1201081149,0.0,10000000.0,1,0
336,PAGAMENTO,3970.14,C721904814,280495.0,276524.86,M1422513026,0.0,0.0,0,0
184,PAGAMENTO,12548.76,C2095420264,20264.55,7715.79,M1186352792,0.0,0.0,0,0
184,DEPOSITO,207047.64,C1499007042,1117036.88,1324084.52,C1085901297,3006524.39,2799476.75,0,0
331,SAQUE,268234.62,C1815416241,32271.0,0.0,C1773102516,0.0,268234.62,0,0
239,DEPOSITO,193086.22,C1930919502,7122124.66,7315210.88,C844352588,375582.25,182496.03,0,0
279,DEPOSITO,91774.33,C1579780703,255216.48,346990.81,C529929956,965411.27,873636.94,0,0
701,SAQUE,74581.07,C609725895,74581.07,0.0,C450042361,337536.17,412117.24,1,0
211,DEPOSITO,157850.72,C1202451698,21940.0,179790.72,C125659029,2271774.6,2113923.87,0,0
36,SAQUE,160582.05,C1801026514,441.0,0.0,C1791806117,124200.33,284782.38,0,0
17,PAGAMENTO,5468.91,C1468709749,4035.27,0.0,M2098398139,0.0,0.0,0,0
283,PAGAMENTO,1191.49,C2044660307,301572.71,300381.22,M125708168,0.0,0.0,0,0
261,SAQUE,259186.43,C959540138,259186.43,0.0,C388401160,21068.83,280255.26,1,0
380,SAQUE,168214.94,C1050882512,236430.0,68215.06,C216860017,63180.0,231394.94,0,0
325,DEPOSITO,151506.81,C658703201,76430.49,227937.29,C1635510689,1623746.12,1472239.31,0,0
705,DEPOSITO,86350.04,C297242405,4072496.02,4158846.06,C1880155736,1653183.27,1566833.23,0,0
178,DEPOSITO,543908.95,C269847282,9001.0,552909.95,C1201437152,0.0,0.0,0,0
298,PAGAMENTO,21741.18,C1148643672,0.0,0.0,M325606231,0.0,0.0,0,0
33,PAGAMENTO,5214.58,C1657265235,0.0,0.0,M390513676,0.0,0.0,0,0
185,SAQUE,63009.43,C289965777,63009.43,0.0,C268959010,1057339.93,1120349.36,1,0
201,SAQUE,564699.59,C983474187,564699.59,0.0,C1474387671,0.0,564699.59,1,0
140,SAQUE,180466.92,C539906189,105328.0,0.0,C284742533,0.0,180466.92,0,0
323,DEPOSITO,224547.04,C1902165496,891.0,225438.04,C233730409,145483.2,0.0,0,0
741,SAQUE,62297.18,C1597957921,62297.18,0.0,C734451013,1060553.11,1122850.29,1,0
375,TRANSFERENCIA,941706.56,C1350660858,50525.0,0.0,C49825576,194815.86,1136522.42,0,0
